student_id,enrollment_year,gender,semester,academic_year,semester_in_year,semester_year,major,credits_attempted,credits_earned,gpa,cumulative_credits,cumulative_gpa,library_visits,semester_training_points,cumulative_training_points,status
2010_0014,2010,Female,4,2,Spring,2011,SE,12,12,3.42,57,3.316,20,38,176,active
2010_0014,2010,Female,5,3,Fall,2012,SE,16,16,3.13,73,3.276,33,51,227,active
2010_0014,2010,Female,6,3,Spring,2012,SE,11,11,3.47,84,3.301,34,42,269,active
2010_0014,2010,Female,7,4,Fall,2013,SE,14,14,3.53,98,3.334,39,75,344,active
2010_0014,2010,Female,8,4,Spring,2013,SE,17,16,3.39,114,3.342,26,49,393,active
2010_0015,2010,Female,1,1,Fall,2010,SE,18,18,2.82,18,2.82,19,35,35,active
2010_0015,2010,Female,2,1,Spring,2010,SE,16,9,2.07,27,2.57,13,25,60,active
2010_0015,2010,Female,3,2,Fall,2011,SE,11,8,2.02,35,2.444,14,32,92,active
2010_0015,2010,Female,4,2,Spring,2011,SE,11,11,2.46,46,2.448,8,33,125,active
2010_0015,2010,Female,5,3,Fall,2012,SE,11,11,2.26,57,2.412,18,37,162,active
2010_0015,2010,Female,6,3,Spring,2012,SE,17,17,2.52,74,2.437,10,29,191,active
2010_0015,2010,Female,7,4,Fall,2013,SE,13,13,2.92,87,2.509,15,37,228,active
2010_0015,2010,Female,8,4,Spring,2013,SE,16,16,2.57,103,2.518,14,30,258,active
2010_0016,2010,Male,1,1,Fall,2010,SE,15,14,2.87,14,2.87,22,30,30,active
2010_0016,2010,Male,2,1,Spring,2010,SE,13,13,3.02,27,2.942,20,34,64,active
2010_0016,2010,Male,3,2,Fall,2011,SE,12,12,2.53,39,2.815,10,36,100,active
2010_0016,2010,Male,4,2,Spring,2011,SE,18,18,2.44,57,2.697,17,34,134,active
2010_0016,2010,Male,5,3,Fall,2012,SE,13,13,2.96,70,2.746,14,34,168,dropped_out
2010_0016,2010,Male,6,3,Spring,2012,SE,0,0,0.0,70,2.746,0,0,168,dropped_out
2010_0016,2010,Male,7,4,Fall,2013,SE,0,0,0.0,70,2.746,0,0,168,dropped_out
2010_0016,2010,Male,8,4,Spring,2013,SE,0,0,0.0,70,2.746,0,0,168,dropped_out
2010_0017,2010,Male,1,1,Fall,2010,SE,18,17,2.47,17,2.47,13,44,44,active
2010_0017,2010,Male,2,1,Spring,2010,SE,17,17,2.68,34,2.575,17,41,85,active
2010_0017,2010,Male,3,2,Fall,2011,SE,15,14,2.53,48,2.562,22,36,121,active
2010_0017,2010,Male,4,2,Spring,2011,SE,13,13,2.62,61,2.574,14,38,159,active
2010_0017,2010,Male,5,3,Fall,2012,SE,20,18,2.49,79,2.555,8,38,197,active
2010_0017,2010,Male,6,3,Spring,2012,SE,14,14,2.8,93,2.592,22,37,234,active
2010_0017,2010,Male,7,4,Fall,2013,SE,17,16,2.96,109,2.646,14,47,281,active
2010_0017,2010,Male,8,4,Spring,2013,SE,17,17,2.65,126,2.647,14,36,317,active
2010_0018,2010,Male,1,1,Fall,2010,SE,21,21,4.0,21,4.0,58,85,85,active
2010_0018,2010,Male,2,1,Spring,2010,SE,24,24,4.0,45,4.0,57,85,170,active
2010_0018,2010,Male,3,2,Fall,2011,SE,22,20,3.48,65,3.84,38,64,234,active
2010_0018,2010,Male,4,2,Spring,2011,SE,21,21,3.55,86,3.769,29,75,309,active
2010_0018,2010,Male,5,3,Fall,2012,SE,18,18,3.43,104,3.71,36,67,376,active
2010_0018,2010,Male,6,3,Spring,2012,SE,17,17,3.53,121,3.685,45,75,451,active
2010_0018,2010,Male,7,4,Fall,2013,SE,13,12,3.53,133,3.671,35,75,526,graduated
2010_0018,2010,Male,8,4,Spring,2013,SE,0,0,0.0,133,3.671,0,0,526,graduated
2010_0019,2010,Male,1,1,Fall,2010,SE,16,15,2.22,15,2.22,13,35,35,active
2010_0019,2010,Male,2,1,Spring,2010,SE,13,13,2.33,28,2.271,12,40,75,active
2010_0019,2010,Male,3,2,Fall,2011,SE,17,17,2.26,45,2.267,25,33,108,active
2010_0019,2010,Male,4,2,Spring,2011,SE,17,14,2.23,59,2.258,13,40,148,active
2010_0019,2010,Male,5,3,Fall,2012,SE,18,18,2.46,77,2.305,11,43,191,active
2010_0019,2010,Male,6,3,Spring,2012,SE,14,14,2.74,91,2.372,8,39,230,active
2010_0019,2010,Male,7,4,Fall,2013,SE,12,12,2.27,103,2.36,13,38,268,active
2010_0019,2010,Male,8,4,Spring,2013,SE,17,17,2.39,120,2.364,11,44,312,active
2010_0020,2010,Female,1,1,Fall,2010,SE,16,15,3.14,15,3.14,23,49,49,active
2010_0020,2010,Female,2,1,Spring,2010,SE,17,17,2.95,32,3.039,17,40,89,active
2010_0020,2010,Female,3,2,Fall,2011,SE,15,15,2.67,47,2.921,23,39,128,active
2010_0020,2010,Female,4,2,Spring,2011,SE,12,12,2.84,59,2.905,14,45,173,active
2010_0020,2010,Female,5,3,Fall,2012,SE,15,15,2.96,74,2.916,34,46,219,active
2010_0020,2010,Female,6,3,Spring,2012,SE,14,14,3.28,88,2.974,11,50,269,active
2010_0020,2010,Female,7,4,Fall,2013,SE,16,16,3.01,104,2.979,15,40,309,active
2010_0020,2010,Female,8,4,Spring,2013,SE,14,14,3.47,118,3.038,18,38,347,active
2010_0021,2010,Male,1,1,Fall,2010,SE,20,20,2.86,20,2.86,39,44,44,active
2010_0021,2010,Male,2,1,Spring,2010,SE,24,24,3.36,44,3.133,42,42,86,active
2010_0021,2010,Male,3,2,Fall,2011,SE,24,24,3.16,68,3.142,35,47,133,active
2010_0021,2010,Male,4,2,Spring,2011,SE,23,22,3.12,90,3.137,35,48,181,active
2010_0021,2010,Male,5,3,Fall,2012,SE,20,20,3.02,110,3.116,28,43,224,active
2010_0021,2010,Male,6,3,Spring,2012,SE,22,22,3.06,132,3.106,44,43,267,graduated
2010_0021,2010,Male,7,4,Fall,2013,SE,0,0,0.0,132,3.106,0,0,267,graduated
2010_0021,2010,Male,8,4,Spring,2013,SE,0,0,0.0,132,3.106,0,0,267,graduated
2010_0022,2010,Male,1,1,Fall,2010,SE,8,8,2.99,8,2.99,19,43,43,active
2010_0022,2010,Male,2,1,Spring,2010,SE,12,12,2.99,20,2.99,20,38,81,active
2010_0022,2010,Male,3,2,Fall,2011,SE,11,11,3.07,31,3.018,25,47,128,active
2010_0022,2010,Male,4,2,Spring,2011,SE,18,18,3.16,49,3.07,34,45,173,active
2010_0022,2010,Male,5,3,Fall,2012,SE,20,18,3.07,67,3.07,18,55,228,active
2010_0022,2010,Male,6,3,Spring,2012,SE,21,20,3.26,87,3.114,25,58,286,active
2010_0022,2010,Male,7,4,Fall,2013,SE,22,20,3.32,107,3.152,33,67,353,active
2010_0022,2010,Male,8,4,Spring,2013,SE,22,21,3.47,128,3.205,24,57,410,active
2010_0023,2010,Male,1,1,Fall,2010,SE,15,14,3.94,14,3.94,23,75,75,active
2010_0023,2010,Male,2,1,Spring,2010,SE,18,17,4.0,31,3.973,27,75,150,active
2010_0023,2010,Male,3,2,Fall,2011,SE,18,16,3.65,47,3.863,15,75,225,active
2010_0023,2010,Male,4,2,Spring,2011,SE,19,18,3.54,65,3.774,36,75,300,active
2010_0023,2010,Male,5,3,Fall,2012,SE,13,13,3.04,78,3.651,12,48,348,active
2010_0023,2010,Male,6,3,Spring,2012,SE,17,16,3.13,94,3.563,11,41,389,active
2010_0023,2010,Male,7,4,Fall,2013,SE,16,16,3.54,110,3.559,23,75,464,active
2010_0023,2010,Male,8,4,Spring,2013,SE,14,13,3.6,123,3.564,32,75,539,active
2010_0024,2010,Female,1,1,Fall,2010,SE,6,6,3.13,6,3.13,12,32,32,active
2010_0024,2010,Female,2,1,Spring,2010,SE,6,6,3.21,12,3.17,10,34,66,active
2010_0024,2010,Female,3,2,Fall,2011,SE,6,6,3.31,18,3.217,4,36,102,active
2010_0024,2010,Female,4,2,Spring,2011,SE,14,14,2.97,32,3.109,10,37,139,active
2010_0024,2010,Female,5,3,Fall,2012,SE,15,15,2.99,47,3.071,12,38,177,active
2010_0024,2010,Female,6,3,Spring,2012,SE,17,17,2.95,64,3.039,9,36,213,active
2010_0024,2010,Female,7,4,Fall,2013,SE,16,16,3.3,80,3.091,19,31,244,active
2010_0024,2010,Female,8,4,Spring,2013,SE,13,13,3.27,93,3.116,15,40,284,active
2010_0025,2010,Male,1,1,Fall,2010,SE,17,16,3.0,16,3.0,34,34,34,active
2010_0025,2010,Male,2,1,Spring,2010,SE,16,16,3.23,32,3.115,31,34,68,active
2010_0025,2010,Male,3,2,Fall,2011,SE,16,16,2.9,48,3.043,14,35,103,active
2010_0025,2010,Male,4,2,Spring,2011,SE,15,14,2.87,62,3.004,20,47,150,active
2010_0025,2010,Male,5,3,Fall,2012,SE,13,13,2.63,75,2.939,14,38,188,active
2010_0025,2010,Male,6,3,Spring,2012,SE,14,14,2.64,89,2.892,12,34,222,active
2010_0025,2010,Male,7,4,Fall,2013,SE,16,16,2.51,105,2.834,14,30,252,active
2010_0025,2010,Male,8,4,Spring,2013,SE,13,13,2.61,118,2.809,19,36,288,active
2010_0026,2010,Male,1,1,Fall,2010,SE,12,11,1.8,11,1.8,16,38,38,active
2010_0026,2010,Male,2,1,Spring,2010,SE,14,14,1.94,25,1.878,8,30,68,active
2010_0026,2010,Male,3,2,Fall,2011,SE,12,12,2.67,37,2.135,12,34,102,active
2010_0026,2010,Male,4,2,Spring,2011,SE,18,18,2.48,55,2.248,18,32,134,active
2010_0026,2010,Male,5,3,Fall,2012,SE,15,14,2.6,69,2.319,21,40,174,active
2010_0026,2010,Male,6,3,Spring,2012,SE,15,14,2.88,83,2.414,27,41,215,active
2010_0026,2010,Male,7,4,Fall,2013,SE,13,13,2.98,96,2.491,12,43,258,active
2010_0026,2010,Male,8,4,Spring,2013,SE,13,13,2.94,109,2.544,19,42,300,active
2010_0027,2010,Female,1,1,Fall,2010,SE,14,14,2.84,14,2.84,4,38,38,active
2010_0027,2010,Female,2,1,Spring,2010,SE,15,15,2.21,29,2.514,15,48,86,active
2010_0027,2010,Female,3,2,Fall,2011,SE,18,16,3.17,45,2.747,40,54,140,active
2010_0027,2010,Female,4,2,Spring,2011,SE,17,15,2.95,60,2.798,16,40,180,active
2010_0027,2010,Female,5,3,Fall,2012,SE,18,18,3.09,78,2.865,16,51,231,active
2010_0027,2010,Female,6,3,Spring,2012,SE,13,13,2.9,91,2.87,4,43,274,active
2010_0027,2010,Female,7,4,Fall,2013,SE,9,6,2.32,97,2.836,11,38,312,active
2010_0027,2010,Female,8,4,Spring,2013,SE,12,12,3.48,109,2.907,18,42,354,active
2010_0028,2010,Female,1,1,Fall,2010,SE,14,14,2.54,14,2.54,20,36,36,active
2010_0028,2010,Female,2,1,Spring,2010,SE,16,16,2.49,30,2.513,21,38,74,active
2010_0028,2010,Female,3,2,Fall,2011,SE,13,13,3.02,43,2.667,26,43,117,active
2010_0028,2010,Female,4,2,Spring,2011,SE,17,11,2.48,54,2.629,10,37,154,active
2010_0028,2010,Female,5,3,Fall,2012,SE,16,16,2.98,70,2.709,17,41,195,active
2010_0028,2010,Female,6,3,Spring,2012,SE,16,16,2.88,86,2.741,19,38,233,active
2010_0028,2010,Female,7,4,Fall,2013,SE,16,16,2.97,102,2.777,25,37,270,active
2010_0028,2010,Female,8,4,Spring,2013,SE,15,15,2.84,117,2.785,27,36,306,active
2010_0029,2010,Male,1,1,Fall,2010,SE,14,14,2.81,14,2.81,19,33,33,active
2010_0029,2010,Male,2,1,Spring,2010,SE,14,14,2.74,28,2.775,22,36,69,active
2010_0029,2010,Male,3,2,Fall,2011,SE,19,18,2.9,46,2.824,13,32,101,active
2010_0029,2010,Male,4,2,Spring,2011,SE,15,15,2.75,61,2.806,10,48,149,active
2010_0029,2010,Male,5,3,Fall,2012,SE,14,13,2.61,74,2.771,24,42,191,active
2010_0029,2010,Male,6,3,Spring,2012,SE,16,16,2.91,90,2.796,16,45,236,active
2010_0029,2010,Male,7,4,Fall,2013,SE,13,13,3.18,103,2.844,19,41,277,active
2010_0029,2010,Male,8,4,Spring,2013,SE,18,18,2.99,121,2.866,21,34,311,active
2010_0030,2010,Male,1,1,Fall,2010,SE,9,9,2.45,9,2.45,12,37,37,active
2010_0030,2010,Male,2,1,Spring,2010,SE,11,11,2.53,20,2.494,22,39,76,active
2010_0030,2010,Male,3,2,Fall,2011,SE,17,16,2.89,36,2.67,16,57,133,active
2010_0030,2010,Male,4,2,Spring,2011,SE,15,14,2.87,50,2.726,20,61,194,active
2010_0030,2010,Male,5,3,Fall,2012,SE,18,18,2.92,68,2.777,25,50,244,active
2010_0030,2010,Male,6,3,Spring,2012,SE,21,18,3.1,86,2.845,21,52,296,active
2010_0030,2010,Male,7,4,Fall,2013,SE,22,21,2.97,107,2.869,22,58,354,active
2010_0030,2010,Male,8,4,Spring,2013,SE,21,20,3.15,127,2.914,27,63,417,active
2010_0031,2010,Female,1,1,Fall,2010,SE,10,10,3.07,10,3.07,7,40,40,active
2010_0031,2010,Female,2,1,Spring,2010,SE,13,13,3.13,23,3.104,3,31,71,active
2010_0031,2010,Female,3,2,Fall,2011,SE,15,15,3.29,38,3.177,9,38,109,active
2010_0031,2010,Female,4,2,Spring,2011,SE,12,12,3.44,50,3.24,3,34,143,active
2010_0031,2010,Female,5,3,Fall,2012,SE,15,15,2.88,65,3.157,5,34,177,active
2010_0031,2010,Female,6,3,Spring,2012,SE,14,14,3.07,79,3.142,4,35,212,active
2010_0031,2010,Female,7,4,Fall,2013,SE,7,7,3.6,86,3.179,3,75,287,active
2010_0031,2010,Female,8,4,Spring,2013,SE,15,15,3.33,101,3.201,14,45,332,active
2010_0032,2010,Female,1,1,Fall,2010,SE,13,13,3.14,13,3.14,14,50,50,active
2010_0032,2010,Female,2,1,Spring,2010,SE,16,16,3.31,29,3.234,13,43,93,active
2010_0032,2010,Female,3,2,Fall,2011,SE,14,14,3.1,43,3.19,14,44,137,active
2010_0032,2010,Female,4,2,Spring,2011,SE,15,15,3.5,58,3.27,19,75,212,active
2010_0032,2010,Female,5,3,Fall,2012,SE,6,0,1.47,58,3.27,9,45,257,active
2010_0032,2010,Female,6,3,Spring,2012,SE,13,13,3.11,71,3.241,11,42,299,active
2010_0032,2010,Female,7,4,Fall,2013,SE,11,11,3.49,82,3.274,19,34,333,active
2010_0032,2010,Female,8,4,Spring,2013,SE,16,16,3.46,98,3.305,18,38,371,active
2010_0033,2010,Female,1,1,Fall,2010,SE,17,17,3.83,17,3.83,45,75,75,active
2010_0033,2010,Female,2,1,Spring,2010,SE,13,13,3.75,30,3.795,33,75,150,active
2010_0033,2010,Female,3,2,Fall,2011,SE,12,12,3.25,42,3.64,15,46,196,active
2010_0033,2010,Female,4,2,Spring,2011,SE,13,13,3.38,55,3.578,19,39,235,active
2010_0033,2010,Female,5,3,Fall,2012,SE,14,12,3.38,67,3.543,31,43,278,active
2010_0033,2010,Female,6,3,Spring,2012,SE,12,12,3.36,79,3.515,26,42,320,active
2010_0033,2010,Female,7,4,Fall,2013,SE,14,14,3.33,93,3.487,30,37,357,active
2010_0033,2010,Female,8,4,Spring,2013,SE,15,15,3.16,108,3.442,30,45,402,active
2010_0034,2010,Male,1,1,Fall,2010,SE,18,17,2.18,17,2.18,22,42,42,active
2010_0034,2010,Male,2,1,Spring,2010,SE,17,15,2.02,32,2.105,10,35,77,active
2010_0034,2010,Male,3,2,Fall,2011,SE,17,16,2.53,48,2.247,9,32,109,active
2010_0034,2010,Male,4,2,Spring,2011,SE,17,16,2.6,64,2.335,22,42,151,active
2010_0034,2010,Male,5,3,Fall,2012,SE,14,14,2.79,78,2.417,16,37,188,active
2010_0034,2010,Male,6,3,Spring,2012,SE,18,18,2.88,96,2.504,12,33,221,active
2010_0034,2010,Male,7,4,Fall,2013,SE,13,13,2.31,109,2.48,8,31,252,active
2010_0034,2010,Male,8,4,Spring,2013,SE,17,15,2.82,124,2.522,18,45,297,active
2010_0035,2010,Female,1,1,Fall,2010,SE,13,13,3.55,13,3.55,14,75,75,active
2010_0035,2010,Female,2,1,Spring,2010,SE,17,17,3.57,30,3.561,29,75,150,active
2010_0035,2010,Female,3,2,Fall,2011,SE,14,14,3.2,44,3.446,23,32,182,active
2010_0035,2010,Female,4,2,Spring,2011,SE,15,6,2.43,50,3.324,15,37,219,active
2010_0035,2010,Female,5,3,Fall,2012,SE,14,14,3.03,64,3.26,16,38,257,active
2010_0035,2010,Female,6,3,Spring,2012,SE,19,18,2.89,82,3.179,15,34,291,active
2010_0035,2010,Female,7,4,Fall,2013,SE,14,14,2.92,96,3.141,9,38,329,active
2010_0035,2010,Female,8,4,Spring,2013,SE,15,15,2.79,111,3.094,9,33,362,active
2010_0036,2010,Male,1,1,Fall,2010,SE,15,10,3.32,10,3.32,25,36,36,active
2010_0036,2010,Male,2,1,Spring,2010,SE,14,13,3.76,23,3.569,11,75,111,active
2010_0036,2010,Male,3,2,Fall,2011,SE,14,14,3.19,37,3.425,14,38,149,active
2010_0036,2010,Male,4,2,Spring,2011,SE,16,16,3.32,53,3.394,14,36,185,active
2010_0036,2010,Male,5,3,Fall,2012,SE,15,12,3.58,65,3.428,35,75,260,active
2010_0036,2010,Male,6,3,Spring,2012,SE,14,14,3.93,79,3.517,21,75,335,active
2010_0036,2010,Male,7,4,Fall,2013,SE,15,15,3.41,94,3.5,14,46,381,active
2010_0036,2010,Male,8,4,Spring,2013,SE,14,14,3.57,108,3.509,11,75,456,active
2010_0037,2010,Female,1,1,Fall,2010,SE,11,11,3.64,11,3.64,16,75,75,active
2010_0037,2010,Female,2,1,Spring,2010,SE,8,8,3.92,19,3.758,15,75,150,active
2010_0037,2010,Female,3,2,Fall,2011,SE,11,11,2.95,30,3.462,5,36,186,active
2010_0037,2010,Female,4,2,Spring,2011,SE,13,13,3.04,43,3.334,21,30,216,active
2010_0037,2010,Female,5,3,Fall,2012,SE,12,12,3.17,55,3.298,12,32,248,active
2010_0037,2010,Female,6,3,Spring,2012,SE,9,9,3.41,64,3.314,13,32,280,active
2010_0037,2010,Female,7,4,Fall,2013,SE,11,11,3.51,75,3.343,8,75,355,active
2010_0037,2010,Female,8,4,Spring,2013,SE,11,11,3.32,86,3.34,14,34,389,active
2010_0038,2010,Female,1,1,Fall,2010,SE,18,18,2.76,18,2.76,14,44,44,active
2010_0038,2010,Female,2,1,Spring,2010,SE,18,18,2.76,36,2.76,17,35,79,active
2010_0038,2010,Female,3,2,Fall,2011,SE,6,0,1.77,36,2.76,10,36,115,active
2010_0038,2010,Female,4,2,Spring,2011,SE,15,15,3.09,51,2.857,20,39,154,active
2010_0038,2010,Female,5,3,Fall,2012,SE,18,18,3.15,69,2.933,13,48,202,active
2010_0038,2010,Female,6,3,Spring,2012,SE,15,15,3.34,84,3.006,13,41,243,active
2010_0038,2010,Female,7,4,Fall,2013,SE,17,17,3.49,101,3.088,19,43,286,active
2010_0038,2010,Female,8,4,Spring,2013,SE,13,13,3.42,114,3.125,27,50,336,active
2010_0039,2010,Male,1,1,Fall,2010,SE,18,18,3.71,18,3.71,25,75,75,active
2010_0039,2010,Male,2,1,Spring,2010,SE,24,22,3.58,40,3.639,34,75,150,active
2010_0039,2010,Male,3,2,Fall,2011,SE,20,19,3.43,59,3.571,28,42,192,active
2010_0039,2010,Male,4,2,Spring,2011,SE,16,16,3.33,75,3.52,22,40,232,active
2010_0039,2010,Male,5,3,Fall,2012,SE,16,16,3.03,91,3.434,32,42,274,active
2010_0039,2010,Male,6,3,Spring,2012,SE,16,16,3.08,107,3.381,26,40,314,active
2010_0039,2010,Male,7,4,Fall,2013,SE,15,14,3.18,121,3.358,24,34,348,active
2010_0039,2010,Male,8,4,Spring,2013,SE,10,10,3.43,131,3.363,26,32,380,active
2010_0040,2010,Male,1,1,Fall,2010,SE,14,14,3.24,14,3.24,27,45,45,active
2010_0040,2010,Male,2,1,Spring,2010,SE,16,15,3.32,29,3.281,14,44,89,active
2010_0040,2010,Male,3,2,Fall,2011,SE,12,12,3.42,41,3.322,7,48,137,active
2010_0040,2010,Male,4,2,Spring,2011,SE,14,13,3.14,54,3.278,16,41,178,active
2010_0040,2010,Male,5,3,Fall,2012,SE,14,14,3.42,68,3.307,17,41,219,active
2010_0040,2010,Male,6,3,Spring,2012,SE,15,15,3.09,83,3.268,23,48,267,active
2010_0040,2010,Male,7,4,Fall,2013,SE,16,16,3.46,99,3.299,25,43,310,active
2010_0040,2010,Male,8,4,Spring,2013,SE,16,15,3.16,114,3.281,9,45,355,active
2010_0041,2010,Male,1,1,Fall,2010,SE,21,20,3.73,20,3.73,34,85,85,active
2010_0041,2010,Male,2,1,Spring,2010,SE,24,24,3.98,44,3.866,60,85,170,active
2010_0041,2010,Male,3,2,Fall,2011,SE,24,23,3.37,67,3.696,56,54,224,active
2010_0041,2010,Male,4,2,Spring,2011,SE,24,23,3.36,90,3.61,60,60,284,active
2010_0041,2010,Male,5,3,Fall,2012,SE,21,20,3.62,110,3.612,60,75,359,active
2010_0041,2010,Male,6,3,Spring,2012,SE,16,16,3.9,126,3.648,50,85,444,active
2010_0041,2010,Male,7,4,Fall,2013,SE,12,12,3.79,138,3.661,28,85,529,graduated
2010_0041,2010,Male,8,4,Spring,2013,SE,0,0,0.0,138,3.661,0,0,529,graduated
2010_0042,2010,Male,1,1,Fall,2010,SE,19,18,3.24,18,3.24,25,51,51,active
2010_0042,2010,Male,2,1,Spring,2010,SE,17,17,3.2,35,3.221,19,48,99,active
2010_0042,2010,Male,3,2,Fall,2011,SE,13,13,3.64,48,3.334,24,75,174,active
2010_0042,2010,Male,4,2,Spring,2011,SE,16,16,3.72,64,3.431,22,75,249,active
2010_0042,2010,Male,5,3,Fall,2012,SE,20,18,3.2,82,3.38,16,43,292,active
2010_0042,2010,Male,6,3,Spring,2012,SE,16,16,3.35,98,3.375,18,37,329,active
2010_0042,2010,Male,7,4,Fall,2013,SE,18,17,3.58,115,3.405,36,75,404,active
2010_0042,2010,Male,8,4,Spring,2013,SE,17,12,3.04,127,3.371,25,37,441,active
2010_0043,2010,Male,1,1,Fall,2010,SE,18,18,3.22,18,3.22,22,37,37,active
2010_0043,2010,Male,2,1,Spring,2010,SE,18,17,3.23,35,3.225,38,45,82,active
2010_0043,2010,Male,3,2,Fall,2011,SE,16,16,2.99,51,3.151,21,32,114,active
2010_0043,2010,Male,4,2,Spring,2011,SE,17,17,3.08,68,3.133,15,38,152,active
2010_0043,2010,Male,5,3,Fall,2012,SE,18,18,3.41,86,3.191,24,46,198,active
2010_0043,2010,Male,6,3,Spring,2012,SE,15,15,3.3,101,3.207,36,38,236,active
2010_0043,2010,Male,7,4,Fall,2013,SE,16,16,3.28,117,3.217,30,43,279,active
2010_0043,2010,Male,8,4,Spring,2013,SE,14,14,3.54,131,3.252,27,75,354,active
2010_0044,2010,Male,1,1,Fall,2010,SE,24,20,3.28,20,3.28,48,47,47,active
2010_0044,2010,Male,2,1,Spring,2010,SE,21,20,3.76,40,3.52,50,85,132,active
2010_0044,2010,Male,3,2,Fall,2011,SE,19,19,3.39,59,3.478,37,47,179,active
2010_0044,2010,Male,4,2,Spring,2011,SE,19,18,3.36,77,3.451,44,47,226,active
2010_0044,2010,Male,5,3,Fall,2012,SE,18,18,3.51,95,3.462,49,75,301,active
2010_0044,2010,Male,6,3,Spring,2012,SE,22,22,3.78,117,3.522,39,85,386,active
2010_0044,2010,Male,7,4,Fall,2013,SE,23,23,3.85,140,3.576,57,85,471,active
2010_0044,2010,Male,8,4,Spring,2013,SE,19,19,3.63,159,3.582,49,75,546,active
2010_0045,2010,Male,1,1,Fall,2010,SE,10,10,2.63,10,2.63,18,50,50,active
2010_0045,2010,Male,2,1,Spring,2010,SE,11,11,2.61,21,2.62,25,37,87,active
2010_0045,2010,Male,3,2,Fall,2011,SE,11,11,2.91,32,2.719,22,57,144,active
2010_0045,2010,Male,4,2,Spring,2011,SE,17,17,3.14,49,2.865,24,59,203,active
2010_0045,2010,Male,5,3,Fall,2012,SE,19,19,3.49,68,3.04,28,44,247,active
2010_0045,2010,Male,6,3,Spring,2012,SE,22,20,3.37,88,3.115,22,69,316,active
2010_0045,2010,Male,7,4,Fall,2013,SE,19,18,3.51,106,3.182,26,75,391,active
2010_0045,2010,Male,8,4,Spring,2013,SE,19,19,3.65,125,3.253,29,75,466,active
2010_0046,2010,Female,1,1,Fall,2010,SE,12,10,2.8,10,2.8,18,43,43,active
2010_0046,2010,Female,2,1,Spring,2010,SE,12,12,2.99,22,2.904,14,36,79,active
2010_0046,2010,Female,3,2,Fall,2011,SE,14,14,2.99,36,2.937,26,34,113,active
2010_0046,2010,Female,4,2,Spring,2011,SE,12,12,3.09,48,2.975,21,41,154,active
2010_0046,2010,Female,5,3,Fall,2012,SE,17,17,2.97,65,2.974,15,43,197,active
2010_0046,2010,Female,6,3,Spring,2012,SE,17,17,2.84,82,2.946,15,36,233,active
2010_0046,2010,Female,7,4,Fall,2013,SE,14,11,2.93,93,2.944,14,48,281,active
2010_0046,2010,Female,8,4,Spring,2013,SE,13,13,3.42,106,3.003,22,42,323,active
2010_0047,2010,Male,1,1,Fall,2010,SE,16,14,2.97,14,2.97,9,41,41,active
2010_0047,2010,Male,2,1,Spring,2010,SE,17,17,3.28,31,3.14,25,41,82,active
2010_0047,2010,Male,3,2,Fall,2011,SE,6,0,0.93,31,3.14,15,34,116,active
2010_0047,2010,Male,4,2,Spring,2011,SE,14,14,2.48,45,2.935,12,37,153,active
2010_0047,2010,Male,5,3,Fall,2012,SE,17,17,3.04,62,2.964,18,42,195,active
2010_0047,2010,Male,6,3,Spring,2012,SE,13,12,2.93,74,2.958,14,41,236,active
2010_0047,2010,Male,7,4,Fall,2013,SE,12,12,2.69,86,2.921,7,33,269,active
2010_0047,2010,Male,8,4,Spring,2013,SE,17,16,2.44,102,2.845,11,36,305,active
2010_0048,2010,Male,1,1,Fall,2010,SE,17,17,2.39,17,2.39,9,34,34,active
2010_0048,2010,Male,2,1,Spring,2010,SE,18,17,2.96,34,2.675,13,36,70,active
2010_0048,2010,Male,3,2,Fall,2011,SE,18,17,2.53,51,2.627,12,34,104,active
2010_0048,2010,Male,4,2,Spring,2011,SE,15,9,1.83,60,2.507,14,37,141,active
2010_0048,2010,Male,5,3,Fall,2012,SE,16,15,2.33,75,2.472,19,28,169,active
2010_0048,2010,Male,6,3,Spring,2012,SE,19,18,2.45,93,2.468,11,43,212,active
2010_0048,2010,Male,7,4,Fall,2013,SE,16,16,2.88,109,2.528,19,44,256,active
2010_0048,2010,Male,8,4,Spring,2013,SE,18,18,2.69,127,2.551,26,43,299,active
2010_0049,2010,Male,1,1,Fall,2010,SE,9,9,1.21,9,1.21,7,22,22,active
2010_0049,2010,Male,2,1,Spring,2010,SE,10,10,1.4,19,1.31,6,22,44,active
2010_0049,2010,Male,3,2,Fall,2011,SE,10,6,1.4,25,1.332,7,25,69,active
2010_0049,2010,Male,4,2,Spring,2011,SE,12,12,2.43,37,1.688,2,23,92,active
2010_0049,2010,Male,5,3,Fall,2012,SE,11,5,1.26,42,1.637,5,26,118,active
2010_0049,2010,Male,6,3,Spring,2012,SE,14,14,2.09,56,1.75,4,23,141,active
2010_0049,2010,Male,7,4,Fall,2013,SE,9,9,2.55,65,1.861,13,30,171,active
2010_0049,2010,Male,8,4,Spring,2013,SE,13,12,1.96,77,1.876,5,22,193,active
2010_0050,2010,Male,1,1,Fall,2010,SE,14,12,3.42,12,3.42,12,42,42,active
2010_0050,2010,Male,2,1,Spring,2010,SE,16,15,3.5,27,3.464,21,75,117,active
2010_0050,2010,Male,3,2,Fall,2011,SE,13,11,3.37,38,3.437,21,41,158,active
2010_0050,2010,Male,4,2,Spring,2011,SE,17,17,3.42,55,3.432,19,36,194,active
